"","id","status_group","latitude","longitude","region","management","quantity","population","IMPinstaller","IMPfunder"
"432",69291,"non-functional",-8.83414981,33.24170834,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"433",72157,"functional",-9.02603607,33.42949282,"Mbeya","parastatal","seasonal",0,"Other","GOVERNMENT OF TANZANIA"
"434",62118,"functional",-8.79961133,33.22667884,"Mbeya","wug","insufficient",0,"Other","Other"
"435",294,"non-functional",-8.94736472,33.33543524,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"436",1072,"functional",-8.99282671,33.31401109,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"437",2094,"functional",-8.87442832,33.32587804,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"438",2289,"non-functional",-8.88799963,33.31025562,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"439",4620,"functional",-8.95346448,33.30331658,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"440",4656,"functional",-8.89608833,33.34953705,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"441",4799,"functional",-8.87373929,33.35974551,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"442",4810,"functional",-9.00437414,33.31879993,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"443",5088,"functional",-9.00248533,33.28950539,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"444",5112,"functional",-8.97049956,33.29642638,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"445",5932,"non-functional",-8.99719073,33.2854552,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"446",6624,"functional",-8.98698918,33.29556846,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"447",7793,"functional",-8.88015286,33.33904191,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"448",9244,"non-functional",-8.8896641,33.33647829,"Mbeya","wug","seasonal",0,"DANIDA","DANIDA"
"449",9910,"non-functional",-8.89166673,33.36998413,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"450",11272,"functional",-8.88561907,33.33406205,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"451",11320,"functional",-8.97632205,33.32057072,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"452",11866,"functional",-8.97378542,33.30132953,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"453",12343,"non-functional",-8.95803942,33.26057885,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"454",13504,"non-functional",-8.97338053,33.30943607,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"455",13618,"non-functional",-8.93603769,33.32268684,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"456",14540,"functional",-9.01795879,33.30315582,"Mbeya","wua","enough",0,"DANIDA","DANIDA"
"457",14773,"non-functional",-8.91327886,33.33856095,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"458",16776,"non-functional",-8.88825525,33.37223373,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"459",17212,"non-functional",-8.93252849,33.31847725,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"460",17595,"functional",-8.98918212,33.28370397,"Mbeya","wug","unknown",0,"DANIDA","DANIDA"
"461",18728,"functional",-8.98937932,33.3147871,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"462",19259,"functional-needs-repair",-8.87671195,33.3478437,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"463",19391,"functional",-9.01253145,33.31405814,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"464",19637,"functional",-8.97956232,33.29206775,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"465",19653,"functional",-8.96670119,33.27338282,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"466",20923,"functional",-8.99703523,33.29961599,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"467",22615,"functional",-9.00825847,33.31287402,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"468",22849,"functional",-8.9883581,33.29214474,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"469",23166,"functional-needs-repair",-8.86764357,33.35911315,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"470",23385,"functional",-8.99713559,33.32804061,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"471",23567,"non-functional",-8.8956931,33.32771348,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"472",24222,"non-functional",-8.89221039,33.37450664,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"473",25003,"functional",-9.000708,33.28797266,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"474",25799,"non-functional",-8.89838509,33.36199102,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"475",26185,"functional",-8.88910185,33.3728236,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"476",26593,"non-functional",-8.93781006,33.30106899,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"477",27613,"functional",-8.96236773,33.26534421,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"478",27839,"functional",-8.96345277,33.30681266,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"479",27969,"non-functional",-8.93282472,33.3251337,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"480",28187,"functional",-8.9530971,33.2523197,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"481",30469,"functional",-8.99976666,33.30931076,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"482",30576,"functional",-8.98629518,33.28132745,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"483",30619,"non-functional",-8.88411817,33.30195725,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"484",30863,"functional",-8.98218533,33.27932201,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"485",31737,"functional",-9.01035122,33.32083495,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"486",31873,"functional-needs-repair",-8.88166266,33.33248806,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"487",32063,"functional",-8.88246787,33.33982183,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"488",32772,"functional-needs-repair",-8.88297932,33.36724597,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"489",33758,"functional",-9.00663172,33.2888791,"Mbeya","wua","enough",0,"DANIDA","DANIDA"
"490",33771,"non-functional",-8.88068905,33.36657935,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"491",36277,"non-functional",-9.01531636,33.29658911,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"492",36933,"functional",-8.95958218,33.30381177,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"493",36974,"functional",-8.97597873,33.30882153,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"494",37736,"functional",-8.98281062,33.31197376,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"495",38387,"non-functional",-8.90918244,33.34410941,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"496",39143,"functional",-9.00869555,33.289061,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"497",39870,"non-functional",-8.9846261,33.34277838,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"498",40537,"non-functional",-8.93778616,33.32623251,"Mbeya","vwc","dry",0,"DANIDA","DANIDA"
"499",40751,"functional",-8.9943581,33.29513177,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"500",41252,"non-functional",-8.90345539,33.35764668,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"501",42240,"functional",-8.97104279,33.27428638,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"502",42492,"functional",-8.963858,33.30571919,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"503",44153,"functional",-9.02174539,33.30070827,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"504",45364,"non-functional",-8.98629142,33.34791014,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"505",45611,"functional",-8.9742377,33.2894221,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"506",46556,"non-functional",-8.91245628,33.33343673,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"507",47113,"functional",-8.99342604,33.2945374,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"508",47672,"non-functional",-8.98001816,33.33766327,"Mbeya","vwc","dry",0,"DANIDA","DANIDA"
"509",48108,"functional",-8.99413927,33.32090237,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"510",48114,"functional",-8.97311485,33.28457536,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"511",48918,"functional",-8.96772494,33.28553493,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"512",49946,"non-functional",-8.8963075,33.35657348,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"513",50208,"functional",-8.94795842,33.29650938,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"514",50284,"functional-needs-repair",-8.87700322,33.35636015,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"515",50862,"non-functional",-8.89739815,33.34353526,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"516",50884,"non-functional",-9.01072047,33.29641004,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"517",51702,"functional",-9.00553924,33.29223171,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"518",51842,"functional",-8.95868841,33.26344082,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"519",51959,"non-functional",-9.00352497,33.29965831,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"520",52041,"functional",-8.95357523,33.25928975,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"521",52154,"functional",-8.97308324,33.31757916,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"522",52993,"functional",-8.99973664,33.27173037,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"523",53514,"functional",-8.95539585,33.26689184,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"524",53933,"non-functional",-8.90204934,33.35249577,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"525",54374,"non-functional",-8.95038368,33.26807343,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"526",54704,"non-functional",-8.8974202,33.30626057,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"527",55278,"functional",-9.00043644,33.32847634,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"528",55364,"functional",-9.01132532,33.2935263,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"529",56462,"functional",-8.97645358,33.27735957,"Mbeya","wug","unknown",0,"DANIDA","DANIDA"
"530",58049,"non-functional",-8.88724842,33.34525534,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"531",58708,"functional",-8.98165071,33.30778438,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"532",58721,"functional",-8.99783258,33.32150819,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"533",58954,"non-functional",-8.95495411,33.32272965,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"534",59314,"functional-needs-repair",-8.89033872,33.36163672,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"535",60478,"functional",-9.00642862,33.28020197,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"536",60948,"functional",-9.00581351,33.30275642,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"537",61661,"functional",-9.00882375,33.31123364,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"538",62117,"non-functional",-8.90618613,33.32008782,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"539",62692,"functional",-8.88617848,33.37223193,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"540",63855,"functional",-9.00465063,33.28186972,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"541",65079,"non-functional",-8.91085514,33.32679237,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"542",65235,"non-functional",-8.94244946,33.30684055,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"543",65848,"non-functional",-8.89398549,33.36562797,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"544",66595,"functional",-8.9666526,33.29633136,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"545",67093,"functional",-8.96924521,33.31263483,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"546",68791,"non-functional",-8.88743467,33.36600447,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"547",68991,"functional",-9.00461471,33.27089076,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"548",70014,"non-functional",-8.98163274,33.34643062,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"549",70637,"functional",-8.87546641,33.36456611,"Mbeya","wug","insufficient",0,"DANIDA","DANIDA"
"550",71300,"non-functional",-8.89809906,33.37142271,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"551",71389,"non-functional",-8.90078664,33.32922856,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"552",71549,"non-functional",-8.90292603,33.31360344,"Mbeya","wug","seasonal",0,"DANIDA","DANIDA"
"553",72374,"non-functional",-8.95920754,33.333789,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"554",72502,"functional",-8.98658954,33.31118762,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"555",72635,"non-functional",-8.95870208,33.27189176,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"556",73403,"functional",-8.9847232,33.30881164,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"557",74003,"functional",-8.99685044,33.2849082,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"558",74061,"non-functional",-8.88270139,33.29498664,"Mbeya","wug","dry",0,"DANIDA","DANIDA"
"559",8301,"functional",-9.01930404,33.40768404,"Mbeya","wug","seasonal",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"560",22165,"functional",-8.9942121,33.40861662,"Mbeya","wug","seasonal",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"561",26001,"functional",-9.02497807,33.43135528,"Mbeya","wug","seasonal",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"562",26281,"non-functional",-9.05064983,33.27349751,"Mbeya","wug","insufficient",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"563",26626,"functional",-8.9769477,33.38260918,"Mbeya","parastatal","seasonal",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"564",32043,"non-functional",-8.78438217,33.19493631,"Mbeya","wug","dry",0,"DISTRICT COUNCIL","Other"
"565",32497,"non-functional",-8.79231523,33.20282776,"Mbeya","wug","dry",0,"DISTRICT COUNCIL","Other"
"566",38888,"non-functional",-8.77456714,33.18885225,"Mbeya","wug","dry",0,"DISTRICT COUNCIL","Other"
"567",49066,"functional",-8.98225364,33.39220916,"Mbeya","parastatal","seasonal",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"568",49632,"functional",-8.99555543,33.41050591,"Mbeya","wug","seasonal",0,"DISTRICT COUNCIL","GOVERNMENT OF TANZANIA"
"569",60996,"functional",-8.71660524,33.11591637,"Mbeya","wug","seasonal",0,"DISTRICT COUNCIL","Other"
"570",62,"functional",-8.95038442,33.23293362,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"571",5344,"functional",-8.94977001,33.24768854,"Mbeya","wug","insufficient",0,"DWE","Other"
"572",10124,"non-functional",-8.9642982,33.23968601,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"573",12874,"functional",-8.95441076,33.24217259,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"574",15820,"functional",-8.75637136,33.45571187,"Mbeya","wug","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"575",16156,"functional",-8.75229536,33.43970658,"Mbeya","wug","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"576",17023,"functional",-8.74963861,33.4360362,"Mbeya","wug","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"577",24794,"functional",-8.75232028,33.44574404,"Mbeya","vwc","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"578",33622,"functional",-8.95180265,33.23190967,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"579",34826,"functional",-8.94815568,33.24443485,"Mbeya","wug","insufficient",0,"DWE","Other"
"580",35173,"functional",-8.95533576,33.24324291,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"581",39801,"non-functional",-8.9492998,33.24107124,"Mbeya","wug","dry",0,"DWE","Other"
"582",40691,"functional",-8.95084279,33.23333055,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"583",40718,"functional",-8.96327899,33.23190273,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"584",41900,"functional",-8.954377,33.23896696,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"585",46713,"functional",-8.95755672,33.23348381,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"586",47167,"functional",-8.94925691,33.23977686,"Mbeya","wug","enough",0,"DWE","Other"
"587",47770,"functional",-8.7525947,33.4507883,"Mbeya","vwc","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"588",47971,"functional",-8.77116159,33.46842643,"Mbeya","wug","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"589",54133,"functional",-8.96441796,33.23421775,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"590",56520,"functional",-8.76016922,33.45626131,"Mbeya","wug","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"591",57859,"functional",-8.96135311,33.24247872,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"592",69003,"functional",-8.95409224,33.23566615,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"593",69486,"functional",-8.75548648,33.45478269,"Mbeya","wug","enough",0,"DWE","GOVERNMENT OF TANZANIA"
"594",69895,"functional",-8.95881044,33.24147036,"Mbeya","wug","insufficient",0,"DWE","GOVERNMENT OF TANZANIA"
"595",39442,"non-functional",-9.10857537,33.35871259,"Mbeya","wug","enough",0,"Other","Other"
"596",53374,"non-functional",-9.10874751,33.36159569,"Mbeya","wug","enough",0,"Other","Other"
"597",45122,"functional",-8.96744352,33.3825486,"Mbeya","wug","seasonal",0,"Other","Other"
"598",1102,"functional",-8.83248529,33.23927203,"Mbeya","wug","insufficient",0,"Other","Other"
"599",6387,"functional",-8.82142407,33.23896133,"Mbeya","wug","insufficient",0,"Other","Other"
"600",29308,"functional",-8.84177435,33.24798754,"Mbeya","wug","insufficient",0,"Other","Other"
"601",29639,"functional",-8.8435735,33.24888389,"Mbeya","wug","insufficient",0,"Other","Other"
"602",38406,"functional",-8.84233286,33.25008037,"Mbeya","wug","insufficient",0,"Other","Other"
"603",38825,"functional",-8.8427768,33.2484274,"Mbeya","wug","insufficient",0,"Other","Other"
"604",48030,"functional",-8.8536614,33.26908995,"Mbeya","wug","enough",0,"Other","Other"
"605",48292,"non-functional",-8.79816942,33.22621133,"Mbeya","wug","dry",0,"Other","Other"
"606",54447,"functional",-8.84283866,33.24978644,"Mbeya","wug","insufficient",0,"Other","Other"
"607",55629,"functional",-8.84246927,33.24950865,"Mbeya","wug","insufficient",0,"Other","Other"
"608",59389,"functional",-8.84200001,33.24748728,"Mbeya","wug","insufficient",0,"Other","Other"
"609",6862,"functional",-8.84073958,33.24691138,"Mbeya","wug","insufficient",0,"Other","Other"
"610",693,"functional",-9.09158304,33.2813222,"Mbeya","wug","enough",0,"Other","UNICEF"
"611",36850,"functional",-9.09421861,33.43381594,"Mbeya","wug","enough",0,"Other","UNICEF"
"612",3410,"functional",-8.82126657,33.23963275,"Mbeya","wug","insufficient",0,"Other","Other"
"613",5293,"non-functional",-8.93666935,33.52933861,"Mbeya","wug","insufficient",0,"Other","Other"
"614",8619,"non-functional",-8.8535453,33.267827,"Mbeya","wug","dry",0,"Other","Other"
"615",13885,"functional",-8.88467369,33.331865,"Mbeya","wug","insufficient",0,"Other","Other"
"616",17414,"functional",-8.9332462,33.52823388,"Mbeya","wug","enough",0,"Other","Other"
"617",18410,"non-functional",-8.85356358,33.27182656,"Mbeya","wug","insufficient",0,"Other","Other"
"618",20060,"functional",-8.93488804,33.5289219,"Mbeya","wug","enough",0,"Other","Other"
"619",20061,"functional",-8.87791995,33.36564309,"Mbeya","wug","enough",0,"Other","DANIDA"
"620",23592,"functional",-8.88735733,33.36853583,"Mbeya","wug","enough",0,"Other","Other"
"621",28165,"functional",-8.94984753,33.24609673,"Mbeya","wug","insufficient",0,"Other","Other"
"622",29462,"functional-needs-repair",-8.87518658,33.35763849,"Mbeya","wug","enough",0,"Other","DANIDA"
"623",30952,"functional",-8.93578638,33.53436516,"Mbeya","wug","enough",0,"Other","Other"
"624",31336,"functional",-8.98900298,33.30475534,"Mbeya","wug","insufficient",0,"Other","Other"
"625",33534,"functional",-8.93216371,33.53095081,"Mbeya","wug","enough",0,"Other","Other"
"626",33925,"functional",-8.95047491,33.24548557,"Mbeya","wug","insufficient",0,"Other","Other"
"627",34324,"non-functional",-8.854361,33.27366503,"Mbeya","wug","dry",0,"Other","Other"
"628",34619,"non-functional",-8.85232588,33.2603203,"Mbeya","wug","insufficient",0,"Other","Other"
"629",37697,"functional",-8.933027,33.53231729,"Mbeya","wug","enough",0,"Other","Other"
"630",47759,"functional",-9.00672291,33.31076078,"Mbeya","wug","enough",0,"Other","Other"
"631",52016,"functional",-8.85911285,33.27573322,"Mbeya","wug","insufficient",0,"Other","Other"
"632",54718,"functional",-9.00915087,33.31397109,"Mbeya","wug","enough",0,"Other","Other"
"633",56614,"functional",-8.93395818,33.53066882,"Mbeya","wug","enough",0,"Other","Other"
"634",57928,"functional",-8.93639173,33.533289,"Mbeya","wug","enough",0,"Other","Other"
"635",58870,"functional",-8.85610846,33.27290852,"Mbeya","wug","insufficient",0,"Other","Other"
"636",59062,"functional",-8.88177078,33.36881045,"Mbeya","wug","enough",0,"Other","Other"
"637",61175,"functional",-8.93706336,33.53533647,"Mbeya","wug","enough",0,"Other","Other"
"638",61413,"functional",-8.95126273,33.24735619,"Mbeya","wug","insufficient",0,"Other","Other"
"639",61874,"functional",-8.88603258,33.34238987,"Mbeya","wug","insufficient",0,"Other","Other"
"640",62160,"functional",-8.8527939,33.26210222,"Mbeya","wug","seasonal",0,"Other","Other"
"641",64828,"functional",-8.87918109,33.33351185,"Mbeya","wug","insufficient",0,"Other","Other"
"642",66462,"non-functional",-8.88737979,33.33874981,"Mbeya","wug","insufficient",0,"Other","Other"
"643",68628,"functional",-8.85438651,33.26993106,"Mbeya","wug","insufficient",0,"Other","Other"
"644",71122,"functional",-8.83874709,33.2441608,"Mbeya","wug","insufficient",0,"Other","Other"
"645",73125,"functional",-8.85307458,33.27452964,"Mbeya","wug","insufficient",0,"Other","Other"
"646",776,"non-functional",-8.92629253,33.66433743,"Mbeya","wug","enough",0,"Other","GOVERNMENT OF TANZANIA"
"647",2474,"functional",-8.88606501,33.60486062,"Mbeya","wug","seasonal",0,"Other","GOVERNMENT OF TANZANIA"
"648",2947,"functional",-8.8919499,33.60310834,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"649",3687,"non-functional",-8.85598201,33.63641264,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"650",8028,"non-functional",-8.93112668,33.66217429,"Mbeya","wug","enough",0,"Other","GOVERNMENT OF TANZANIA"
"651",8110,"functional",-8.85778334,33.63548356,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"652",11497,"non-functional",-8.8559279,33.63814585,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"653",17668,"non-functional",-8.87481184,33.61237059,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"654",19329,"non-functional",-8.87252782,33.61363396,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"655",19601,"non-functional",-8.85427736,33.63528848,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"656",24717,"non-functional",-8.86651118,33.61778463,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"657",28251,"functional",-8.85658275,33.63365039,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"658",28850,"non-functional",-8.93965128,33.65865386,"Mbeya","wug","enough",0,"Other","GOVERNMENT OF TANZANIA"
"659",31593,"functional",-8.85571404,33.63587778,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"660",34122,"non-functional",-8.85846972,33.63661372,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"661",39898,"non-functional",-8.85635697,33.63701708,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"662",46328,"non-functional",-8.85530691,33.64138474,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"663",49252,"non-functional",-8.92130469,33.66644111,"Mbeya","wug","enough",0,"Other","GOVERNMENT OF TANZANIA"
"664",52161,"non-functional",-8.8634945,33.62263016,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"665",53590,"non-functional",-8.92373909,33.66522997,"Mbeya","wug","enough",0,"Other","GOVERNMENT OF TANZANIA"
"666",60557,"functional",-8.89322748,33.60310447,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"667",61930,"non-functional",-8.86833143,33.61561846,"Mbeya","wug","dry",0,"Other","GOVERNMENT OF TANZANIA"
"668",63895,"non-functional",-8.93626809,33.66080462,"Mbeya","wug","enough",0,"Other","GOVERNMENT OF TANZANIA"
"669",67313,"non-functional",-8.85687679,33.63836458,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"670",69211,"functional-needs-repair",-8.85738635,33.63726635,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"671",70901,"non-functional",-8.85249997,33.63894957,"Mbeya","wug","insufficient",0,"Other","GOVERNMENT OF TANZANIA"
"672",3549,"non-functional",-8.89765835,33.69101393,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"673",5770,"functional",-8.94911335,33.73149836,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"674",6356,"non-functional",-8.91004881,33.71626493,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"675",8387,"functional-needs-repair",-8.95964702,33.72908655,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"676",13403,"non-functional",-8.93637378,33.70142944,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"677",13960,"non-functional",-8.93117758,33.70298506,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"678",20204,"non-functional",-8.92881698,33.54914222,"Mbeya","wug","seasonal",0,"DANIDA","DANIDA"
"679",20729,"non-functional",-8.93876234,33.70029795,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"680",26004,"functional-needs-repair",-8.94215828,33.67344781,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"681",26655,"non-functional",-8.95106078,33.72743813,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"682",27233,"functional",-8.94728673,33.67048371,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"683",28659,"functional",-8.94991739,33.69012119,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"684",32506,"functional",-8.96344317,33.72931299,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"685",34214,"functional",-8.96713763,33.72963606,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
"686",34559,"functional",-8.9471456,33.67864024,"Mbeya","wug","enough",0,"DANIDA","DANIDA"
